0.02386046	-0.15271606	-0.020292323	-0.05791025	-0.0043158457	-0.0474594	0.01992142	0.004245437	-0.041766908	-0.002113326	-0.016570186	-0.05707681	-0.017628938	-0.09774113	0.032613594	0.048613958
0.0133771915	-0.13182718	0.038198046	-0.055677354	0.04798755	0.02809325	0.01860469	-0.10561782	-0.037083983	0.024995217	0.008990346	0.0026010727	-0.06198523	-0.036892716	-0.0009465288	-0.06624536
0.027970707	-0.05135988	0.04080372	-0.028788334	-0.035509523	-0.035138726	0.010599127	0.002407095	-0.11095404	0.09496985	-0.07432953	-0.118650794	-0.06003391	-0.029504644	-0.01049298	-0.05352473
-0.030478641	0.036977977	0.016180249	-0.0029142639	-0.03756608	0.009179413	0.030782027	0.035095625	-0.09708907	-0.032393135	-0.0468458	-0.04091645	-0.15195458	-0.02696027	0.030780772	0.037202243
-0.010937977	-0.042610586	-0.03047344	0.027652705	0.0049491203	0.071620144	0.0709152	-0.045427687	-0.0861154	0.00042905696	-0.023753112	-0.11551501	0.014346904	-0.083441764	0.035809897	-0.054959543
0.10642219	-0.020211963	-0.008589885	0.0107803885	0.058453422	0.045370292	0.023559976	-0.057755187	-0.014866195	-0.035556067	0.06872917	-0.029752433	-0.056354646	0.03689308	-0.05280912	0.046177097
0.043504614	-0.12479943	-0.059326377	0.019364677	0.042936526	0.00075674284	0.19218026	-0.0074964133	-0.035679497	0.03993622	-0.103691585	-0.06512934	-0.12842967	-0.09906341	0.008292921	-0.11720146
0.16166139	-0.035571855	0.0037743489	0.08935016	0.008188912	-0.079228744	-0.017272523	-0.00023053454	-0.0593789	0.044901676	0.03168594	-0.00041444044	0.0037051854	-0.04655834	-0.047133237	0.062042568
0.031954594	-0.015885461	0.1001885	-0.036913674	0.021803597	0.061647903	0.006128241	-0.033961803	-0.028648918	0.06500798	-0.061888624	-0.044023693	-0.036661997	-0.060758606	-0.024635252	0.04085832
0.033695478	-0.06726137	0.01695623	-0.045796398	-0.10144557	-0.10498651	-0.023754992	0.032398954	-0.20503877	0.1497217	-0.03608273	0.053384457	-0.06658204	-0.034577075	-0.0032510841	-0.05883983
0.088491	-0.10245929	0.024552595	-0.10255526	0.010983781	-0.11393963	0.040101428	-0.03856938	-0.06069188	-0.024021626	-0.054905325	-0.03311973	-0.040182687	0.03911215	0.002335488	-0.08687426
0.043801434	0.046311844	-0.13290155	-0.026716959	-0.07076623	-0.047704034	0.07058837	-0.02652285	-0.16895989	-0.14199458	0.062620886	-0.06786904	-0.13824242	0.036728214	0.07672571	-0.00026046543
0.0024042507	0.00867139	-0.12957948	-0.07584617	-0.04578748	-0.069172435	0.0039516836	0.048812695	-0.032039225	0.06457345	0.07448698	-0.1126006	-0.00962327	0.091262355	-0.06936855	-0.0028172473
-0.012668335	-0.13848703	-0.12429471	0.10689546	-0.006219624	-0.026168924	0.08600409	-0.007920462	-0.1650313	-0.022022258	0.008510563	-0.08631707	0.19388658	-0.04955504	0.03420549	0.011426652
-0.07891194	0.02807583	0.016283581	-0.08562169	-0.012206742	0.01979056	-0.05493256	0.016013691	0.008700983	0.066895835	0.040715333	-0.20310907	-0.09676039	-0.039910886	0.024186239	0.04289246
0.04650417	-0.052365027	0.06771282	0.02528888	-0.02302358	0.03201481	0.019956946	-0.0032833384	-0.11031005	0.020917544	0.01650574	-0.089293264	0.07639265	-0.10484472	0.0037020035	-0.016787887
0.17216644	-0.06987741	0.008781017	-0.010751593	0.021064565	0.06407837	-0.08860398	0.064502105	-0.1548546	0.019082965	0.017319303	-0.001944079	-0.06313078	-0.023617057	0.006111372	0.11136006
-0.00329046	-0.024288967	-0.016991429	0.075850785	-0.059398655	0.05714614	-0.041464657	-0.064842686	-0.18582572	0.03944895	0.092044	-0.008203844	-0.06322888	-0.16124383	-0.0074171983	0.0076098656
0.017833555	-0.04222757	-0.044701822	0.029951086	-0.054659072	0.11329924	0.0033945546	-0.0044432245	-0.04982753	-0.00032983624	0.04000223	-0.04699437	0.013670519	-0.11076923	-0.009935413	-0.13726391
